Year,Month,State,District,City,Facility_Category,Facility_Type,Facility_Name,Medicine_Name,Opening_Stock,Received,Consumption,Expired,Wasted,Lost,Closing_Stock,Nearing_Expiry,Reorder_Level
2024,February,Tamil Nadu,Pune,Mumbai,PPP,Health Center,Sahyadri Hospital,Symmetrel,1453,61,170,93,92,65,1094,22,438
2024,March,Kerala,Mumbai,Mumbai,PPP,Lab,Sahyadri Hospital,Symmetrel,1607,324,415,15,74,62,1365,8,267
2024,April,Tamil Nadu,Kochi,Bangalore,Central,Hospital,Sahyadri Hospital,Symmetrel,1454,184,437,92,74,84,0,33,479
2024,May,Maharashtra,Chennai,Chennai,Central,Health Center,Sahyadri Hospital,Symmetrel,1951,313,119,84,48,34,1979,35,308
2024,June,Karnataka,Kochi,Ahmedabad,Central,Health Center,Sahyadri Hospital,Symmetrel,1126,258,251,90,62,96,885,39,384
2024,July,Kerala,Ahmedabad,Bangalore,Central,Hospital,Sahyadri Hospital,Symmetrel,555,118,289,43,40,40,261,10,390
2024,August,Kerala,Mumbai,Kochi,PPP,Hospital,Sahyadri Hospital,Symmetrel,627,153,458,76,55,93,98,17,354
2024,September,Kerala,Mysore,Ahmedabad,PPP,Hospital,Sahyadri Hospital,Symmetrel,1150,390,429,37,92,75,907,5,333
2024,October,Karnataka,Mumbai,Kochi,PPP,Clinic,Sahyadri Hospital,Symmetrel,377,320,320,56,48,76,197,9,201
2024,November,Tamil Nadu,Pune,Pune,State,Health Center,Sahyadri Hospital,Symmetrel,1818,323,348,44,40,39,1670,30,372
2024,December,Kerala,Nagpur,Bangalore,State,Hospital,Sahyadri Hospital,Symmetrel,1088,380,480,90,40,42,816,13,320
2024,January,Karnataka,Chennai,Pune,PPP,Lab,Sahyadri Hospital,Tylenol,1219,438,92,59,73,42,1391,48,175
2024,February,Kerala,Bangalore,Ahmedabad,Central,Health Center,Sahyadri Hospital,Tylenol,1241,298,348,91,40,30,1030,40,462
2024,March,Maharashtra,Ahmedabad,Chennai,State,Lab,Sahyadri Hospital,Tylenol,1009,278,273,94,78,74,768,8,402
2024,April,Karnataka,Mumbai,Ahmedabad,Central,Health Center,Sahyadri Hospital,Tylenol,1838,460,454,10,95,44,1695,30,368
2024,May,Maharashtra,Mysore,Chennai,Central,Hospital,Sahyadri Hospital,Tylenol,692,233,350,13,87,65,0,35,207
2024,June,Gujarat,Nagpur,Ahmedabad,State,Health Center,Sahyadri Hospital,Tylenol,1606,59,447,69,22,47,1080,47,269
2024,July,Maharashtra,Mysore,Kochi,PPP,Lab,Sahyadri Hospital,Tylenol,1682,193,212,75,91,18,1479,7,456
2024,August,Tamil Nadu,Ahmedabad,Nagpur,State,Clinic,Sahyadri Hospital,Tylenol,1519,125,150,81,95,14,1304,16,352
2024,September,Kerala,Mumbai,Mumbai,Central,Hospital,Sahyadri Hospital,Tylenol,272,234,156,94,98,23,135,22,452
2024,October,Kerala,Ahmedabad,Kochi,PPP,Clinic,Sahyadri Hospital,Tylenol,897,159,270,65,43,95,583,10,355
2024,November,Gujarat,Pune,Nagpur,State,Hospital,Sahyadri Hospital,Tylenol,1052,185,338,86,56,52,705,35,240
2024,December,Tamil Nadu,Kochi,Chennai,PPP,Clinic,Sahyadri Hospital,Tylenol,434,480,171,22,98,35,588,15,246
2024,January,Kerala,Mumbai,Mysore,State,Health Center,Sahyadri Hospital,Advil,697,262,453,99,54,34,319,11,484
2024,February,Gujarat,Nagpur,Mumbai,State,Lab,Sahyadri Hospital,Advil,1854,290,464,43,79,78,1480,19,367
2024,March,Gujarat,Mysore,Bangalore,PPP,Hospital,Sahyadri Hospital,Advil,929,390,390,15,61,86,767,47,341
2024,April,Karnataka,Nagpur,Nagpur,Central,Hospital,Sahyadri Hospital,Advil,299,418,444,85,79,84,25,39,341
2024,May,Tamil Nadu,Mysore,Mumbai,Central,Lab,Sahyadri Hospital,Advil,1371,163,216,22,99,64,1133,31,453
2024,June,Tamil Nadu,Ahmedabad,Pune,Central,Lab,Sahyadri Hospital,Advil,1449,119,458,99,87,64,860,29,460
2024,July,Maharashtra,Mumbai,Bangalore,Central,Health Center,Sahyadri Hospital,Advil,831,252,334,94,60,55,540,19,348
2024,August,Karnataka,Kochi,Pune,Central,Lab,Sahyadri Hospital,Advil,770,86,450,65,72,45,224,46,333
2024,September,Maharashtra,Bangalore,Pune,PPP,Lab,Sahyadri Hospital,Advil,524,295,415,64,47,31,262,42,223
2024,October,Karnataka,Kochi,Mysore,PPP,Lab,Sahyadri Hospital,Advil,1269,64,453,47,23,45,0,29,496
2024,November,Karnataka,Nagpur,Ahmedabad,PPP,Hospital,Sahyadri Hospital,Advil,850,333,281,19,42,14,827,23,339
2024,December,Tamil Nadu,Ahmedabad,Ahmedabad,Central,Clinic,Sahyadri Hospital,Advil,803,225,110,37,81,17,783,8,187
2024,January,Kerala,Mysore,Ahmedabad,PPP,Health Center,Sahyadri Hospital,Aleve,177,156,190,87,19,33,4,40,385
2024,February,Kerala,Kochi,Nagpur,PPP,Clinic,Sahyadri Hospital,Aleve,1477,62,436,90,19,11,0,20,483
2024,March,Karnataka,Kochi,Kochi,Central,Clinic,Sahyadri Hospital,Aleve,802,466,315,89,48,19,797,20,394
2024,April,Maharashtra,Bangalore,Mysore,State,Clinic,Sahyadri Hospital,Aleve,152,219,87,15,30,86,153,42,336
2024,May,Tamil Nadu,Kochi,Chennai,PPP,Lab,Sahyadri Hospital,Aleve,876,99,276,27,82,92,498,35,482
2024,June,Tamil Nadu,Ahmedabad,Chennai,State,Hospital,Sahyadri Hospital,Aleve,747,378,464,25,15,57,564,30,350
2024,July,Karnataka,Nagpur,Mumbai,Central,Hospital,Sahyadri Hospital,Aleve,1197,367,95,96,83,33,1257,36,239
2024,August,Kerala,Mumbai,Mysore,Central,Health Center,Sahyadri Hospital,Aleve,1987,140,199,60,88,94,1686,34,446
2024,September,Maharashtra,Mysore,Ahmedabad,PPP,Clinic,Sahyadri Hospital,Aleve,1097,200,50,23,66,12,1146,40,446
2024,October,Karnataka,Ahmedabad,Kochi,PPP,Clinic,Sahyadri Hospital,Aleve,1993,95,338,44,42,77,1587,30,423
2024,November,Tamil Nadu,Pune,Nagpur,PPP,Clinic,Sahyadri Hospital,Aleve,1753,104,495,79,29,12,1242,47,430
2024,December,Gujarat,Nagpur,Ahmedabad,State,Health Center,Sahyadri Hospital,Aleve,1462,340,387,25,54,99,1237,26,356
2024,January,Karnataka,Mysore,Bangalore,PPP,Clinic,Sahyadri Hospital,Bufferin,982,454,154,73,50,42,1117,15,176
2024,February,Tamil Nadu,Bangalore,Mysore,State,Hospital,Sahyadri Hospital,Bufferin,1400,261,187,37,49,31,1357,10,247
2024,March,Kerala,Nagpur,Kochi,Central,Clinic,Sahyadri Hospital,Bufferin,1970,122,315,26,61,94,1596,7,201
2024,April,Karnataka,Bangalore,Mumbai,Central,Lab,Sahyadri Hospital,Bufferin,860,238,50,12,75,33,928,46,482
2024,May,Gujarat,Mumbai,Ahmedabad,Central,Hospital,Sahyadri Hospital,Bufferin,1718,98,303,42,55,83,1333,15,383
2024,June,Tamil Nadu,Chennai,Mysore,State,Lab,Sahyadri Hospital,Bufferin,1277,374,366,69,77,99,1040,12,426
2024,July,Karnataka,Mumbai,Ahmedabad,PPP,Lab,Sahyadri Hospital,Bufferin,934,86,224,75,49,92,580,23,424
2024,August,Gujarat,Mumbai,Pune,Central,Lab,Sahyadri Hospital,Bufferin,696,427,412,96,81,92,442,37,374
2024,September,Tamil Nadu,Kochi,Mysore,Central,Health Center,Sahyadri Hospital,Bufferin,751,235,166,35,89,54,642,46,499
2024,October,Gujarat,Mumbai,Bangalore,Central,Clinic,Sahyadri Hospital,Bufferin,1221,311,362,98,19,92,0,27,400
2024,November,Karnataka,Nagpur,Kochi,State,Lab,Sahyadri Hospital,Bufferin,1242,76,391,60,98,23,0,21,480
2024,December,Gujarat,Mysore,Kochi,Central,Hospital,Sahyadri Hospital,Bufferin,586,214,227,82,61,40,390,8,419
2024,January,Tamil Nadu,Kochi,Nagpur,Central,Health Center,Sahyadri Hospital,Excedrin,1416,311,121,27,35,19,1525,15,416
2024,February,Gujarat,Nagpur,Pune,PPP,Clinic,Sahyadri Hospital,Excedrin,1498,225,349,57,34,43,1240,16,276
2024,March,Maharashtra,Ahmedabad,Bangalore,State,Lab,Sahyadri Hospital,Excedrin,515,170,276,77,17,82,233,5,357
2024,April,Karnataka,Pune,Mysore,Central,Health Center,Sahyadri Hospital,Excedrin,734,345,391,24,95,47,522,11,431
2024,May,Kerala,Mumbai,Chennai,State,Health Center,Sahyadri Hospital,Excedrin,475,262,442,64,37,25,169,36,151
2024,June,Kerala,Kochi,Chennai,State,Clinic,Sahyadri Hospital,Excedrin,605,214,80,16,13,69,641,34,182
2024,July,Maharashtra,Ahmedabad,Ahmedabad,Central,Clinic,Sahyadri Hospital,Excedrin,1432,138,132,53,39,81,1265,30,416
2024,August,Maharashtra,Ahmedabad,Kochi,State,Health Center,Sahyadri Hospital,Excedrin,1027,316,437,13,51,78,764,24,448
2024,September,Maharashtra,Ahmedabad,Nagpur,Central,Hospital,Sahyadri Hospital,Excedrin,1651,211,467,47,80,70,1198,20,345
2024,October,Tamil Nadu,Ahmedabad,Pune,State,Health Center,Sahyadri Hospital,Excedrin,528,67,452,52,39,37,15,37,189
2024,November,Karnataka,Nagpur,Kochi,Central,Health Center,Sahyadri Hospital,Excedrin,336,468,143,14,74,52,521,41,470
2024,December,Gujarat,Chennai,Kochi,Central,Clinic,Sahyadri Hospital,Excedrin,1875,470,314,60,33,51,1887,31,306
2024,January,Gujarat,Bangalore,Bangalore,PPP,Hospital,Sahyadri Hospital,Midol,1540,144,183,51,15,67,1368,47,326
2024,February,Maharashtra,Pune,Pune,Central,Lab,Sahyadri Hospital,Midol,846,200,94,66,70,12,804,39,198
2024,March,Kerala,Pune,Nagpur,PPP,Hospital,Sahyadri Hospital,Midol,765,64,112,59,42,59,557,48,435
2024,April,Tamil Nadu,Bangalore,Ahmedabad,State,Lab,Sahyadri Hospital,Midol,1672,402,62,42,80,38,1852,46,459
2024,May,Maharashtra,Ahmedabad,Bangalore,State,Lab,Sahyadri Hospital,Midol,1198,440,82,59,83,63,1351,36,377
2024,June,Maharashtra,Mumbai,Mysore,State,Hospital,Sahyadri Hospital,Midol,263,340,213,37,33,50,270,18,422
2024,July,Maharashtra,Bangalore,Bangalore,PPP,Lab,Sahyadri Hospital,Midol,394,133,244,96,61,64,62,45,370
2024,August,Gujarat,Pune,Nagpur,Central,Clinic,Sahyadri Hospital,Midol,1674,318,129,89,61,39,1674,6,364
2024,September,Gujarat,Mysore,Kochi,PPP,Hospital,Sahyadri Hospital,Midol,1981,203,364,33,30,13,1744,40,165
2024,October,Tamil Nadu,Nagpur,Mumbai,State,Health Center,Sahyadri Hospital,Midol,1888,495,499,42,51,36,1755,24,332
2024,November,Maharashtra,Mysore,Kochi,Central,Hospital,Sahyadri Hospital,Midol,1845,377,316,30,95,36,1745,12,164
2024,December,Maharashtra,Chennai,Chennai,PPP,Lab,Sahyadri Hospital,Midol,256,393,66,24,76,48,435,25,284
2024,January,Tamil Nadu,Bangalore,Kochi,State,Health Center,Sahyadri Hospital,Calpol,1743,76,392,52,58,37,1280,14,276
2024,February,Maharashtra,Kochi,Nagpur,State,Lab,Sahyadri Hospital,Calpol,669,321,235,77,77,20,581,21,287
2024,March,Tamil Nadu,Pune,Mysore,State,Lab,Sahyadri Hospital,Calpol,1985,446,245,64,18,42,2062,27,397
2024,April,Tamil Nadu,Kochi,Kochi,Central,Lab,Sahyadri Hospital,Calpol,1261,53,447,21,99,29,718,10,209
2024,May,Gujarat,Bangalore,Mysore,PPP,Health Center,Sahyadri Hospital,Calpol,615,490,161,69,42,35,798,10,171
2024,June,Karnataka,Ahmedabad,Mumbai,State,Lab,Sahyadri Hospital,Calpol,825,122,334,73,44,52,444,31,452
2024,July,Gujarat,Bangalore,Mysore,PPP,Hospital,Sahyadri Hospital,Calpol,640,167,266,60,31,40,410,33,411
2024,August,Tamil Nadu,Mysore,Bangalore,State,Health Center,Sahyadri Hospital,Calpol,697,210,153,77,55,88,534,24,388
2024,September,Maharashtra,Chennai,Bangalore,PPP,Lab,Sahyadri Hospital,Calpol,701,394,401,26,30,35,603,28,262
2024,October,Maharashtra,Mumbai,Bangalore,State,Lab,Sahyadri Hospital,Calpol,1991,454,316,43,65,13,2008,7,178
2024,November,Maharashtra,Chennai,Mumbai,PPP,Health Center,Sahyadri Hospital,Calpol,1941,354,260,10,29,58,1938,13,150
2024,December,Maharashtra,Ahmedabad,Mysore,PPP,Hospital,Sahyadri Hospital,Calpol,1709,334,278,60,58,97,1550,46,190
2024,January,Kerala,Pune,Mumbai,State,Lab,Sahyadri Hospital,Disprin,1708,215,119,15,86,19,1684,45,309
2024,February,Tamil Nadu,Chennai,Mumbai,PPP,Health Center,Sahyadri Hospital,Disprin,1467,211,252,50,79,83,1214,13,448
2024,March,Tamil Nadu,Nagpur,Kochi,PPP,Hospital,Sahyadri Hospital,Disprin,1456,422,423,82,52,75,1246,30,260
2024,April,Kerala,Nagpur,Chennai,State,Health Center,Sahyadri Hospital,Disprin,1785,282,206,82,21,53,1705,33,245
2024,May,Kerala,Chennai,Bangalore,State,Lab,Sahyadri Hospital,Disprin,105,169,165,43,50,16,0,9,226
2024,June,Tamil Nadu,Pune,Mysore,State,Lab,Sahyadri Hospital,Disprin,434,249,294,44,27,92,226,8,274
2024,July,Gujarat,Ahmedabad,Pune,Central,Lab,Sahyadri Hospital,Disprin,711,137,222,91,22,79,434,33,287
2024,August,Karnataka,Ahmedabad,Kochi,Central,Hospital,Sahyadri Hospital,Disprin,1114,112,375,68,83,33,667,14,268
2024,September,Kerala,Mysore,Chennai,State,Hospital,Sahyadri Hospital,Disprin,874,458,83,68,99,95,987,48,404
2024,October,Maharashtra,Mumbai,Ahmedabad,State,Hospital,Sahyadri Hospital,Disprin,734,154,386,23,32,27,420,14,237
2024,November,Gujarat,Mumbai,Chennai,PPP,Health Center,Sahyadri Hospital,Disprin,671,414,449,59,19,22,536,33,329
2024,December,Gujarat,Pune,Kochi,PPP,Clinic,Sahyadri Hospital,Disprin,952,135,306,65,74,35,607,20,186
2024,January,Kerala,Mysore,Mumbai,Central,Lab,Sahyadri Hospital,Dettol,1003,420,117,17,52,99,1138,46,447
2024,February,Tamil Nadu,Chennai,Pune,Central,Hospital,Sahyadri Hospital,Dettol,1805,309,70,17,36,43,1948,23,367
2024,March,Kerala,Ahmedabad,Mumbai,State,Clinic,Sahyadri Hospital,Dettol,763,388,178,20,61,73,819,6,272
2024,April,Karnataka,Ahmedabad,Mumbai,Central,Clinic,Sahyadri Hospital,Dettol,504,239,204,88,49,75,327,45,336
2024,May,Gujarat,Pune,Kochi,Central,Hospital,Sahyadri Hospital,Dettol,860,487,130,22,96,50,1049,25,236
2024,June,Maharashtra,Mumbai,Mysore,PPP,Health Center,Sahyadri Hospital,Dettol,304,176,236,90,26,65,63,21,245
2024,July,Tamil Nadu,Chennai,Mumbai,Central,Clinic,Sahyadri Hospital,Dettol,913,97,436,50,28,47,449,12,354
2024,August,Kerala,Ahmedabad,Pune,Central,Clinic,Sahyadri Hospital,Dettol,423,274,429,67,50,72,79,32,171
2024,September,Gujarat,Pune,Chennai,Central,Health Center,Sahyadri Hospital,Dettol,380,333,361,10,97,49,196,15,456
2024,October,Gujarat,Bangalore,Kochi,State,Health Center,Sahyadri Hospital,Dettol,737,261,316,61,90,40,0,11,405
2024,November,Karnataka,Pune,Mysore,PPP,Health Center,Sahyadri Hospital,Dettol,1056,355,200,84,71,30,1026,43,193
2024,December,Karnataka,Pune,Nagpur,State,Clinic,Sahyadri Hospital,Dettol,172,247,250,26,34,75,34,38,289
2024,January,Gujarat,Mysore,Mumbai,PPP,Lab,Sahyadri Hospital,Savlon,1953,430,244,64,92,63,1920,9,483
2024,February,Kerala,Bangalore,Nagpur,Central,Health Center,Sahyadri Hospital,Savlon,1936,90,375,89,79,79,1404,17,284
2024,March,Maharashtra,Bangalore,Pune,PPP,Hospital,Sahyadri Hospital,Savlon,1135,459,352,97,10,15,1120,15,491
2024,April,Gujarat,Mumbai,Kochi,Central,Lab,Sahyadri Hospital,Savlon,1705,264,389,72,45,96,1367,26,307
2024,May,Tamil Nadu,Ahmedabad,Kochi,Central,Lab,Sahyadri Hospital,Savlon,1089,106,229,83,81,26,776,17,449
2024,June,Tamil Nadu,Chennai,Mumbai,State,Health Center,Sahyadri Hospital,Savlon,612,265,209,85,45,44,494,5,316
2024,July,Karnataka,Chennai,Bangalore,State,Health Center,Sahyadri Hospital,Savlon,340,136,73,44,77,37,245,47,448
2024,August,Kerala,Chennai,Mysore,Central,Clinic,Sahyadri Hospital,Savlon,1864,452,257,37,81,33,1908,49,180
2024,September,Gujarat,Bangalore,Mumbai,State,Lab,Sahyadri Hospital,Savlon,532,113,53,48,29,55,460,20,451
2024,October,Gujarat,Mysore,Pune,Central,Health Center,Sahyadri Hospital,Savlon,854,329,145,29,35,95,879,18,345
2024,November,Karnataka,Pune,Mysore,State,Clinic,Sahyadri Hospital,Savlon,863,165,74,14,73,47,820,28,487
2024,December,Maharashtra,Ahmedabad,Ahmedabad,Central,Clinic,Sahyadri Hospital,Savlon,1707,393,107,26,66,40,1861,26,187
2024,January,Maharashtra,Ahmedabad,Chennai,State,Health Center,Sahyadri Hospital,Betadine,1566,102,104,47,66,18,1433,29,469
2024,February,Karnataka,Bangalore,Nagpur,PPP,Clinic,Sahyadri Hospital,Betadine,1260,203,383,19,80,62,919,29,155
2024,March,Tamil Nadu,Chennai,Pune,Central,Lab,Sahyadri Hospital,Betadine,1911,68,205,39,26,89,1620,17,340
2024,April,Tamil Nadu,Mysore,Chennai,PPP,Clinic,Sahyadri Hospital,Betadine,389,354,383,35,28,94,203,48,266
2024,May,Tamil Nadu,Nagpur,Kochi,Central,Lab,Sahyadri Hospital,Betadine,1744,301,67,64,75,13,1826,25,488
2024,June,Karnataka,Chennai,Mysore,State,Clinic,Sahyadri Hospital,Betadine,1976,233,344,20,39,49,1757,35,284
2024,July,Maharashtra,Chennai,Mumbai,State,Health Center,Sahyadri Hospital,Betadine,1348,258,266,94,15,78,1153,38,435
2024,August,Karnataka,Pune,Pune,Central,Lab,Sahyadri Hospital,Betadine,1498,205,360,22,36,97,1188,43,303
2024,September,Tamil Nadu,Bangalore,Kochi,State,Hospital,Sahyadri Hospital,Betadine,1355,359,312,55,88,64,0,24,251
2024,October,Gujarat,Ahmedabad,Bangalore,Central,Hospital,Sahyadri Hospital,Betadine,1828,439,221,20,70,67,1889,25,406
2024,November,Maharashtra,Pune,Bangalore,Central,Clinic,Sahyadri Hospital,Betadine,179,268,141,30,44,12,220,32,356
2024,December,Karnataka,Kochi,Mysore,Central,Clinic,Sahyadri Hospital,Betadine,1826,352,445,30,87,98,1518,35,397
2024,January,Maharashtra,Kochi,Kochi,PPP,Clinic,Sahyadri Hospital,Hexidine,640,316,454,11,48,32,411,23,474
2024,February,Karnataka,Bangalore,Chennai,PPP,Clinic,Sahyadri Hospital,Hexidine,1713,228,426,65,60,48,1342,40,343
2024,March,Tamil Nadu,Mumbai,Bangalore,PPP,Hospital,Sahyadri Hospital,Hexidine,1212,165,443,34,50,78,772,25,348
2024,April,Maharashtra,Kochi,Kochi,State,Health Center,Sahyadri Hospital,Hexidine,1577,87,263,30,92,61,1218,48,205
2024,May,Gujarat,Mumbai,Kochi,PPP,Lab,Sahyadri Hospital,Hexidine,538,422,495,40,35,57,333,23,160
2024,June,Tamil Nadu,Nagpur,Mysore,PPP,Health Center,Sahyadri Hospital,Hexidine,948,484,82,98,76,41,1135,15,320
2024,July,Kerala,Chennai,Ahmedabad,PPP,Hospital,Sahyadri Hospital,Hexidine,605,438,193,56,85,11,698,9,471
2024,August,Tamil Nadu,Nagpur,Mumbai,State,Hospital,Sahyadri Hospital,Hexidine,1300,64,433,14,57,20,840,47,362
2024,September,Tamil Nadu,Mysore,Chennai,Central,Health Center,Sahyadri Hospital,Hexidine,1179,418,487,13,86,89,922,31,213
2024,October,Tamil Nadu,Mumbai,Kochi,Central,Health Center,Sahyadri Hospital,Hexidine,1463,62,419,78,21,86,921,15,425
2024,November,Maharashtra,Nagpur,Nagpur,State,Clinic,Sahyadri Hospital,Hexidine,1810,245,382,70,86,58,1459,39,261
2024,December,Kerala,Kochi,Chennai,Central,Health Center,Sahyadri Hospital,Hexidine,853,113,406,49,33,45,433,41,156
2024,January,Maharashtra,Bangalore,Mysore,State,Clinic,Sahyadri Hospital,Isopropyl Alcohol,1066,358,458,26,68,13,859,6,436
2024,February,Karnataka,Ahmedabad,Kochi,State,Lab,Sahyadri Hospital,Isopropyl Alcohol,918,202,330,42,23,10,0,6,449
2024,March,Maharashtra,Ahmedabad,Nagpur,State,Clinic,Sahyadri Hospital,Isopropyl Alcohol,1963,434,223,41,24,29,2080,14,328
2024,April,Karnataka,Chennai,Chennai,PPP,Hospital,Sahyadri Hospital,Isopropyl Alcohol,1230,101,303,34,99,17,878,36,228
2024,May,Karnataka,Kochi,Mumbai,Central,Hospital,Sahyadri Hospital,Isopropyl Alcohol,1755,212,268,50,12,92,1545,9,264
2024,June,Karnataka,Chennai,Ahmedabad,Central,Lab,Sahyadri Hospital,Isopropyl Alcohol,1584,438,95,10,14,11,1892,38,431
2024,July,Maharashtra,Pune,Kochi,State,Lab,Sahyadri Hospital,Isopropyl Alcohol,984,295,407,72,11,98,691,32,225
2024,August,Maharashtra,Pune,Bangalore,PPP,Health Center,Sahyadri Hospital,Isopropyl Alcohol,361,92,78,95,46,45,189,31,486
2024,September,Karnataka,Mysore,Mumbai,PPP,Hospital,Sahyadri Hospital,Isopropyl Alcohol,983,162,446,16,15,62,606,21,462
2024,October,Maharashtra,Pune,Bangalore,State,Health Center,Sahyadri Hospital,Isopropyl Alcohol,858,399,76,37,72,23,1049,11,239
2024,November,Tamil Nadu,Pune,Mysore,PPP,Health Center,Sahyadri Hospital,Isopropyl Alcohol,553,252,75,97,23,13,597,22,433
2024,December,Gujarat,Bangalore,Mysore,PPP,Clinic,Sahyadri Hospital,Isopropyl Alcohol,1237,102,186,34,42,61,1016,46,165
2024,January,Karnataka,Bangalore,Mysore,Central,Health Center,Sahyadri Hospital,Hydrogen Peroxide,1041,351,447,22,41,13,869,19,162
2024,February,Karnataka,Bangalore,Chennai,State,Clinic,Sahyadri Hospital,Hydrogen Peroxide,710,226,240,39,12,36,609,19,333
2024,March,Maharashtra,Mumbai,Pune,State,Lab,Sahyadri Hospital,Hydrogen Peroxide,1555,242,73,33,85,39,1567,32,315
2024,April,Gujarat,Nagpur,Bangalore,PPP,Clinic,Sahyadri Hospital,Hydrogen Peroxide,1528,370,455,99,60,39,1245,37,425
2024,May,Karnataka,Chennai,Pune,State,Hospital,Sahyadri Hospital,Hydrogen Peroxide,744,323,325,49,73,12,608,39,300
2024,June,Karnataka,Mumbai,Kochi,Central,Lab,Sahyadri Hospital,Hydrogen Peroxide,1778,142,328,49,75,52,1416,21,396
2024,July,Karnataka,Pune,Ahmedabad,PPP,Hospital,Sahyadri Hospital,Hydrogen Peroxide,1158,155,219,85,65,33,911,48,284
2024,August,Karnataka,Nagpur,Pune,PPP,Health Center,Sahyadri Hospital,Hydrogen Peroxide,711,105,281,44,49,25,417,29,411
2024,September,Karnataka,Pune,Mysore,State,Lab,Sahyadri Hospital,Hydrogen Peroxide,1202,143,83,36,40,43,1143,29,241
2024,October,Karnataka,Bangalore,Pune,Central,Clinic,Sahyadri Hospital,Hydrogen Peroxide,1096,205,218,39,10,19,1015,38,390
2024,November,Maharashtra,Pune,Mumbai,PPP,Lab,Sahyadri Hospital,Hydrogen Peroxide,1199,352,245,52,19,34,1201,31,222
2024,December,Kerala,Mysore,Mysore,State,Health Center,Sahyadri Hospital,Hydrogen Peroxide,1199,179,305,24,72,65,912,41,180
2024,January,Tamil Nadu,Ahmedabad,Ahmedabad,Central,Lab,Sahyadri Hospital,Neosporin,1275,462,301,35,79,83,1239,25,304
2024,February,Maharashtra,Chennai,Chennai,PPP,Lab,Sahyadri Hospital,Neosporin,945,233,264,12,84,62,756,14,425
2024,March,Tamil Nadu,Mumbai,Pune,State,Clinic,Sahyadri Hospital,Neosporin,221,386,315,92,22,89,89,11,248
2024,April,Gujarat,Bangalore,Chennai,PPP,Clinic,Sahyadri Hospital,Neosporin,513,431,147,92,78,86,541,22,340
2024,May,Tamil Nadu,Chennai,Nagpur,PPP,Health Center,Sahyadri Hospital,Neosporin,913,473,178,57,62,69,1020,26,321
2024,June,Tamil Nadu,Mumbai,Kochi,PPP,Hospital,Sahyadri Hospital,Neosporin,1102,401,216,95,18,27,1147,35,368
2024,July,Karnataka,Mysore,Kochi,PPP,Health Center,Sahyadri Hospital,Neosporin,1916,252,390,72,34,18,1654,18,161
2024,August,Gujarat,Bangalore,Pune,PPP,Clinic,Sahyadri Hospital,Neosporin,1414,374,267,16,68,97,1340,12,165
2024,September,Maharashtra,Pune,Mysore,Central,Clinic,Sahyadri Hospital,Neosporin,1557,311,427,64,88,72,1217,31,289
2024,October,Karnataka,Mysore,Mumbai,State,Health Center,Sahyadri Hospital,Neosporin,192,450,418,86,13,10,115,49,350
2024,November,Karnataka,Bangalore,Chennai,PPP,Lab,Sahyadri Hospital,Neosporin,1397,248,369,98,81,18,0,34,246
2024,December,Tamil Nadu,Nagpur,Chennai,Central,Lab,Sahyadri Hospital,Neosporin,694,201,391,63,98,72,271,9,332
2024,January,Kerala,Kochi,Pune,PPP,Hospital,Sahyadri Hospital,Silvadene,1900,162,270,43,86,11,1652,37,206
2024,February,Karnataka,Nagpur,Mumbai,PPP,Lab,Sahyadri Hospital,Silvadene,382,387,125,78,23,31,512,19,419
2024,March,Gujarat,Mysore,Nagpur,State,Health Center,Sahyadri Hospital,Silvadene,1247,374,267,22,47,17,1268,5,190
2024,April,Kerala,Nagpur,Mumbai,PPP,Hospital,Sahyadri Hospital,Silvadene,903,201,309,67,44,54,630,5,480
2024,May,Gujarat,Ahmedabad,Pune,PPP,Health Center,Sahyadri Hospital,Silvadene,1513,194,310,64,91,81,0,15,464
2024,June,Gujarat,Mysore,Chennai,Central,Health Center,Sahyadri Hospital,Silvadene,1107,68,79,72,39,95,890,23,319
2024,July,Gujarat,Kochi,Mysore,Central,Health Center,Sahyadri Hospital,Silvadene,1899,160,282,24,14,57,1682,28,186
